epoch,ssl_loss
1.0,1.3874917030334473
2.0,1.9376317262649536
3.0,1.8049640655517578
4.0,1.4797618389129639
5.0,1.4159942865371704
6.0,1.4704620838165283
7.0,1.4130005836486816
8.0,1.3690375089645386
9.0,1.4065889120101929
10.0,1.363233208656311
11.0,1.3425122499465942
12.0,1.3635215759277344
13.0,1.3246145248413086
14.0,1.3025767803192139
15.0,1.2887558937072754
16.0,1.2761173248291016
17.0,1.2892109155654907
18.0,1.2839174270629883
19.0,1.253061056137085
20.0,1.2733559608459473
21.0,1.2143107652664185
22.0,1.2020434141159058
23.0,1.250754952430725
24.0,1.176658272743225
25.0,1.2362569570541382
26.0,1.1923353672027588
27.0,1.2271754741668701
28.0,1.199228286743164
29.0,1.2382841110229492
30.0,1.1507551670074463
31.0,1.2221133708953857
32.0,1.174450397491455
33.0,1.2447015047073364
34.0,1.1763238906860352
35.0,1.139184832572937
36.0,1.282118320465088
37.0,1.1081961393356323
38.0,1.1213099956512451
39.0,1.1334826946258545
40.0,1.105132818222046
41.0,1.014003038406372
42.0,0.9852126836776733
43.0,0.9514399170875549
44.0,0.9317730665206909
45.0,0.9832615852355957
46.0,1.1474642753601074
47.0,0.8894976377487183
48.0,0.8962292671203613
49.0,0.9110811948776245
50.0,0.7581280469894409
51.0,0.8798246383666992
52.0,0.6944286227226257
53.0,0.7906442880630493
54.0,0.6407783031463623
55.0,0.7065916061401367
56.0,0.5901659727096558
57.0,0.605458676815033
58.0,0.5255770683288574
59.0,0.4725564122200012
60.0,0.46370136737823486
61.0,0.5084644556045532
62.0,0.4542073607444763
63.0,0.3820895552635193
64.0,0.39929962158203125
65.0,0.39308828115463257
66.0,0.3525792360305786
67.0,0.3475099503993988
68.0,0.3577640950679779
69.0,0.31446313858032227
70.0,0.336641788482666
71.0,0.31072282791137695
72.0,0.257339745759964
73.0,0.31963062286376953
74.0,0.2519981563091278
75.0,0.2374621331691742
76.0,0.2411288470029831
77.0,0.3016943335533142
78.0,0.23114818334579468
79.0,0.21356737613677979
80.0,0.21769072115421295
81.0,0.3878306448459625
82.0,0.3052811324596405
83.0,0.27604204416275024
84.0,0.2862604856491089
85.0,0.32127678394317627
86.0,0.2591550350189209
87.0,0.2687132656574249
88.0,0.24058616161346436
89.0,0.19804924726486206
90.0,0.2177656590938568
91.0,0.18369784951210022
92.0,0.17690949141979218
93.0,0.18957529962062836
94.0,0.17413777112960815
95.0,0.15935882925987244
96.0,0.1977856159210205
97.0,0.26730382442474365
98.0,0.4224645793437958
99.0,0.25196078419685364
100.0,0.1983761042356491
101.0,0.22578781843185425
102.0,0.2327796220779419
103.0,0.21857169270515442
104.0,0.2730427384376526
105.0,0.21025091409683228
106.0,0.21791037917137146
107.0,0.23455359041690826
108.0,0.19652175903320312
109.0,0.22167646884918213
110.0,0.20913591980934143
111.0,0.1966804414987564
112.0,0.22079673409461975
113.0,0.19047826528549194
114.0,0.19422447681427002
115.0,0.1715940684080124
116.0,0.17582696676254272
117.0,0.18445584177970886
118.0,0.17856743931770325
119.0,0.17178978025913239
120.0,0.17660631239414215
121.0,0.1615709364414215
122.0,0.18049508333206177
123.0,0.16090425848960876
124.0,0.15035594999790192
125.0,0.16315969824790955
126.0,0.1494469940662384
127.0,0.15732237696647644
128.0,0.11231011152267456
129.0,0.17354454100131989
130.0,0.16458483040332794
131.0,0.14562928676605225
132.0,0.13943995535373688
133.0,0.1389244943857193
134.0,0.15113547444343567
135.0,0.13490529358386993
136.0,0.14547103643417358
137.0,0.15301886200904846
138.0,0.13389958441257477
139.0,0.12013577669858932
140.0,0.13667094707489014
141.0,0.1757313311100006
142.0,0.1540720909833908
143.0,0.1252785474061966
144.0,0.16491882503032684
145.0,0.18804827332496643
146.0,0.18081840872764587
147.0,0.20040050148963928
148.0,0.304684042930603
149.0,0.16045302152633667
150.0,0.17596709728240967
151.0,0.27386361360549927
152.0,0.138386532664299
153.0,0.20036211609840393
154.0,0.1620650440454483
155.0,0.1810288429260254
156.0,0.21478214859962463
157.0,0.16813914477825165
158.0,0.14983636140823364
159.0,0.11759257316589355
160.0,0.16231510043144226
161.0,0.11096712946891785
162.0,0.1454997956752777
163.0,0.11586326360702515
164.0,0.16519421339035034
165.0,0.19129690527915955
166.0,0.1916772723197937
167.0,0.12352299690246582
168.0,0.17465060949325562
169.0,0.12105230987071991
170.0,0.18531502783298492
171.0,0.18751882016658783
172.0,0.1251053363084793
173.0,0.149030402302742
174.0,0.1383165717124939
175.0,0.13307449221611023
