epoch,train_loss,val_loss,train_acc,val_acc
1.0,1.9437392950057983,1.9407074451446533,0.2857142984867096,0.12200000137090683
2.0,1.834266185760498,1.9489468336105347,0.2857142984867096,0.12200000137090683
3.0,1.7100223302841187,1.9681978225708008,0.2857142984867096,0.12200000137090683
4.0,1.6904784440994263,1.9888837337493896,0.2857142984867096,0.12200000137090683
5.0,1.6963893175125122,1.991482138633728,0.2857142984867096,0.12200000137090683
6.0,1.6794999837875366,1.9810909032821655,0.33571428060531616,0.12999999523162842
7.0,1.6656996011734009,1.9648092985153198,0.37142857909202576,0.14000000059604645
8.0,1.6374505758285522,1.9478367567062378,0.3285714387893677,0.10400000214576721
9.0,1.6252613067626953,1.9358454942703247,0.33571428060531616,0.10999999940395355
10.0,1.6292684078216553,1.9310051202774048,0.3857142925262451,0.14000000059604645
11.0,1.5709154605865479,1.9291002750396729,0.4000000059604645,0.1720000058412552
12.0,1.5428624153137207,1.9234983921051025,0.40714284777641296,0.17399999499320984
13.0,1.5222039222717285,1.9060591459274292,0.40714284777641296,0.17599999904632568
14.0,1.4879695177078247,1.8635904788970947,0.40714284777641296,0.17399999499320984
15.0,1.4462110996246338,1.819154143333435,0.40714284777641296,0.1720000058412552
16.0,1.3880953788757324,1.7812530994415283,0.40714284777641296,0.1720000058412552
17.0,1.372589349746704,1.7452075481414795,0.44285714626312256,0.21199999749660492
18.0,1.3078492879867554,1.719792127609253,0.5071428418159485,0.28999999165534973
19.0,1.250465750694275,1.677921175956726,0.5214285850524902,0.30799999833106995
20.0,1.2118858098983765,1.6111127138137817,0.550000011920929,0.32199999690055847
21.0,1.1701580286026,1.5649100542068481,0.6000000238418579,0.34599998593330383
22.0,1.1009083986282349,1.518734097480774,0.6928571462631226,0.4259999990463257
23.0,1.0518661737442017,1.4776837825775146,0.7857142686843872,0.5440000295639038
24.0,1.0214425325393677,1.4272291660308838,0.8428571224212646,0.5759999752044678
25.0,0.9711967706680298,1.3787791728973389,0.8642857074737549,0.5979999899864197
26.0,0.9246230125427246,1.3560935258865356,0.8714285492897034,0.5960000157356262
27.0,0.8979723453521729,1.383772850036621,0.8571428656578064,0.5659999847412109
28.0,0.7945783138275146,1.3611044883728027,0.8714285492897034,0.578000009059906
29.0,0.7569863200187683,1.3494075536727905,0.8714285492897034,0.5759999752044678
30.0,0.702878475189209,1.3311513662338257,0.8642857074737549,0.593999981880188
31.0,0.6560681462287903,1.2938181161880493,0.8714285492897034,0.6340000033378601
32.0,0.6198329925537109,1.2764629125595093,0.8571428656578064,0.6299999952316284
33.0,0.6244197487831116,1.2190583944320679,0.8857142925262451,0.6480000019073486
34.0,0.5518182516098022,1.1761143207550049,0.8857142925262451,0.6539999842643738
35.0,0.5096871852874756,1.1442265510559082,0.8857142925262451,0.6439999938011169
36.0,0.47155728936195374,1.110398530960083,0.8857142925262451,0.6399999856948853
37.0,0.44334205985069275,1.0622159242630005,0.8857142925262451,0.6520000100135803
38.0,0.4092155694961548,1.0381425619125366,0.8857142925262451,0.6579999923706055
39.0,0.3875639736652374,1.0223543643951416,0.8999999761581421,0.6679999828338623
40.0,0.36217573285102844,0.9998543858528137,0.8857142925262451,0.6639999747276306
41.0,0.3030596077442169,1.039837121963501,0.8857142925262451,0.6380000114440918
42.0,0.3257869482040405,0.9824752807617188,0.9071428775787354,0.6759999990463257
43.0,0.31906524300575256,0.9297230839729309,0.9285714030265808,0.6919999718666077
44.0,0.27231845259666443,0.9504429697990417,0.9428571462631226,0.6859999895095825
45.0,0.275025874376297,0.9394586682319641,0.949999988079071,0.6880000233650208
46.0,0.23928585648536682,0.9543867707252502,0.949999988079071,0.6959999799728394
47.0,0.22760918736457825,1.01420259475708,0.949999988079071,0.671999990940094
48.0,0.21328847110271454,1.0382113456726074,0.949999988079071,0.6520000100135803
49.0,0.25070255994796753,0.924752950668335,0.9714285731315613,0.6980000138282776
50.0,0.19525806605815887,0.8779247999191284,0.9785714149475098,0.7020000219345093
51.0,0.18218526244163513,0.8796876072883606,0.9785714149475098,0.7080000042915344
52.0,0.1869499832391739,0.8739703893661499,0.9785714149475098,0.7179999947547913
53.0,0.16531066596508026,0.9535437226295471,0.9857142567634583,0.6980000138282776
54.0,0.1723935604095459,1.0218746662139893,0.9714285731315613,0.6859999895095825
55.0,0.15840528905391693,0.9811068177223206,0.9928571581840515,0.6919999718666077
56.0,0.16780796647071838,0.8816213607788086,0.9857142567634583,0.7099999785423279
57.0,0.17392608523368835,0.8861867785453796,0.9928571581840515,0.7239999771118164
58.0,0.1314181685447693,0.8909090757369995,0.9928571581840515,0.7200000286102295
