epoch,ssl_loss
1.0,1.3872289657592773
2.0,3.739649772644043
3.0,1.6557104587554932
4.0,1.634892225265503
5.0,1.4197211265563965
6.0,1.5653955936431885
7.0,1.5171897411346436
8.0,1.3668416738510132
9.0,1.3981516361236572
10.0,1.4088332653045654
11.0,1.3544957637786865
12.0,1.3284001350402832
13.0,1.3585362434387207
14.0,1.3394012451171875
15.0,1.3010783195495605
16.0,1.307939052581787
17.0,1.3133254051208496
18.0,1.2887885570526123
19.0,1.317460536956787
20.0,1.301314353942871
21.0,1.2839034795761108
22.0,1.295143961906433
23.0,1.2562053203582764
24.0,1.34928560256958
25.0,1.288322925567627
26.0,1.3798702955245972
27.0,1.2925273180007935
28.0,1.3535046577453613
29.0,1.286102533340454
30.0,1.2441136837005615
31.0,1.300943374633789
32.0,1.2402267456054688
33.0,1.2757148742675781
34.0,1.2285027503967285
35.0,1.2416293621063232
36.0,1.2163505554199219
37.0,1.2302026748657227
38.0,1.214887261390686
39.0,1.253803014755249
40.0,1.2104647159576416
41.0,1.1978740692138672
42.0,1.1727428436279297
43.0,1.2197599411010742
44.0,1.1640279293060303
45.0,1.1656361818313599
46.0,1.1539692878723145
47.0,1.1773602962493896
48.0,1.143467903137207
49.0,1.1001527309417725
50.0,1.0832083225250244
51.0,1.0674667358398438
52.0,1.0518919229507446
53.0,1.0096038579940796
54.0,1.005730152130127
55.0,0.9684149026870728
56.0,0.9118194580078125
57.0,0.8884224891662598
58.0,0.849056601524353
59.0,0.8052997589111328
60.0,0.7344509363174438
61.0,0.6895555257797241
62.0,0.6726102232933044
63.0,0.7375161647796631
64.0,0.8914263844490051
65.0,0.6388519406318665
66.0,0.5557474493980408
67.0,0.7268707752227783
68.0,0.500313937664032
69.0,0.6678277254104614
70.0,0.5404878258705139
71.0,0.43025508522987366
72.0,0.45667678117752075
73.0,0.41902297735214233
74.0,0.3648206889629364
75.0,0.49644407629966736
76.0,0.3711963891983032
77.0,0.32047224044799805
78.0,0.33177193999290466
79.0,0.3009730577468872
80.0,0.3467804789543152
81.0,0.39893192052841187
82.0,0.3737170696258545
83.0,0.3486787676811218
84.0,0.28793153166770935
85.0,0.3992661237716675
86.0,0.2736338973045349
87.0,0.3606347441673279
88.0,0.3151935935020447
89.0,0.2820131778717041
90.0,0.244653582572937
91.0,0.30361583828926086
92.0,0.3019816279411316
93.0,0.2277449369430542
94.0,0.27142852544784546
95.0,0.26077306270599365
96.0,0.26516804099082947
97.0,0.2593202292919159
98.0,0.19524970650672913
99.0,0.26839113235473633
100.0,0.22854512929916382
101.0,0.2246975153684616
102.0,0.27724218368530273
103.0,0.22360888123512268
